id,title,literal_title,tags,wordvec,url
0,                        谁与多大谈笑风生                     ,                      对话                    ,['dialogue'],"[-0.82752716541290283, 0.44538769125938416, 0.020132854580879211, 0.48468673229217529, -0.15308362245559692, 0.48251333832740784, -0.43118423223495483, 0.55242854356765747, 0.58509761095046997, -0.18289262056350708, -0.84787315130233765, -0.29873505234718323, 0.20766766369342804, -0.88541865348815918, 0.44838806986808777, -0.59990608692169189, -0.42267242074012756, -0.49586772918701172, -0.72593909502029419, -0.30264070630073547, -0.041505351662635803, 0.34078443050384521, -0.0071333684027194977, 1.000872015953064, 0.42034590244293213, -0.25614693760871887, 0.095456987619400024, -0.089946821331977844, -0.25295111536979675, 0.48075410723686218, -0.0050488775596022606, 0.22557181119918823, -0.28393054008483887, 0.14526534080505371, -0.37756615877151489, -1.1202391386032104, 0.81310820579528809, -0.70372664928436279, -0.066351361572742462, 0.28988209366798401, 0.66186916828155518, 0.90265947580337524, -0.053730826824903488, 0.29439222812652588, 0.51398205757141113, 0.37667316198348999, 0.14820714294910431, 0.1199333518743515, -0.19684578478336334, 0.67622214555740356, 0.15715295076370239, -0.31677314639091492, -0.049469675868749619, -0.49726963043212891, 0.30903962254524231, -0.75696808099746704, 0.44709759950637817, -0.65660679340362549, -0.075974151492118835, -0.17550338804721832, 0.025441698729991913, 0.97182464599609375, -0.02930247038602829, 0.0043397867120802402, 0.22019001841545105, 0.3332768976688385, 0.48382902145385742, -0.27926567196846008, -0.37146008014678955, 0.80210494995117188, -0.083982072770595551, 0.76716434955596924, -0.46130657196044922, 0.51884496212005615, -0.79133164882659912, -0.44356232881546021, 0.47257548570632935, -0.85000991821289062, 0.4317283034324646, 0.38337668776512146, 0.1942422091960907, 0.10118947923183441, -0.60966700315475464, -0.37836402654647827, -0.57103896141052246, 0.12518303096294403, 1.2721196413040161, -0.044729109853506088, 0.48888900876045227, 0.86472946405410767, 0.24805650115013123, 0.70251321792602539, 0.45869147777557373, 0.19875411689281464, 0.26604095101356506, 0.18161474168300629, -0.67269307374954224, 0.066326901316642761, 0.43687951564788818, -0.10610197484493256, -0.47661399841308594, -0.37785130739212036, 0.25403529405593872, -0.82319134473800659, 0.012270065955817699, -0.10821784287691116, -0.38756859302520752, 0.32967928051948547, -0.18016503751277924, -0.42540797591209412, 0.17363058030605316, 0.03654918447136879, 0.22528468072414398, 1.3734411001205444, 0.34809324145317078, -0.63995581865310669, 0.30360361933708191, 0.29170125722885132, 0.15251576900482178, -0.60447424650192261, -0.54781204462051392, -0.16358675062656403, -0.83847576379776001, -0.89870786666870117, 0.76189321279525757, 0.60405999422073364, -0.26102021336555481, 0.23314651846885681, 0.69800156354904175, 0.098360650241374969, -0.26613587141036987, 0.35652467608451843, -0.954395592212677, 0.21707423031330109, 0.16045920550823212, 0.080679282546043396, -0.32408779859542847, -0.076910413801670074, 0.37908244132995605, -0.0046317116357386112, -0.72033488750457764, -0.48028147220611572, -0.5483437180519104, -0.31409773230552673, -0.28611248731613159, 0.63763105869293213, 0.32894915342330933, 0.55261909961700439, -0.26664009690284729, -0.47444102168083191, -0.17006297409534454, -0.36642900109291077, -0.19472794234752655, -0.62310916185379028, -0.32028833031654358, -0.12734676897525787, -0.29052761197090149, -0.07534307986497879, -0.46905615925788879, -0.48228734731674194, 0.068978667259216309, 0.36579996347427368, -0.44624969363212585, 0.50942438840866089, 0.53467947244644165, 0.14926865696907043, 0.12149950116872787, -0.34933459758758545, -0.16257745027542114, 0.042333830147981644, -0.2112017422914505, 0.010084355250000954, 0.21554660797119141, 0.36098670959472656, -0.34979933500289917, 0.13578607141971588, 0.538341224193573, -0.1540951281785965, -0.58691799640655518, -0.064688742160797119, 0.8432610034942627, -0.17640383541584015, -0.16676579415798187, -1.1051789522171021, -0.5672907829284668, -0.40405148267745972, 0.33180919289588928, -0.86996859312057495, -0.22205227613449097, 0.70228630304336548, 0.80193972587585449, -0.67289918661117554, -0.56016772985458374, 0.29577621817588806, -0.13646119832992554, 0.50601315498352051, 0.64312082529067993, -1.2272186279296875, 0.33708545565605164, 0.2697521448135376]",http://mp.weixin.qq.com/s?__biz=MjM5MjAyOTEzMg==&mid=402038520&idx=1&sn=8f656af7dbcfe9127fe557f78a8579fe&scene=19#wechat_redirect
1,                        Pride Week即将到来，准备好狂欢了吗！                     ,gay,[],[],http://mp.weixin.qq.com/s?__biz=MjM5MjAyOTEzMg==&mid=206332834&idx=1&sn=f9baccd69a004683120263b043923fbf&scene=19#wechat_redirect
2,                        零下四十度？不怕你有这些！                     ,冬天,['winter'],"[-0.50148773193359375, 0.72446030378341675, 0.64476859569549561, -1.0382335186004639, 0.93114292621612549, -0.57245928049087524, -0.66831523180007935, 1.0052441358566284, -1.4213000535964966, 0.19842074811458588, 0.65080708265304565, 0.8288995623588562, 0.40007400512695312, -1.2142064571380615, -1.3288151025772095, -0.77590030431747437, 0.88251549005508423, 0.81674849987030029, 0.24094107747077942, -1.5083130598068237, 0.11242716014385223, -0.20121529698371887, 0.26471111178398132, -0.012156384997069836, -0.26212534308433533, 0.12966494262218475, -0.63964962959289551, -0.14619205892086029, 0.73198133707046509, -1.6700021028518677, 0.56776809692382812, 0.35904315114021301, -1.2138104438781738, -0.04491807147860527, -2.2840747833251953, 1.0178685188293457, -1.2246023416519165, 1.2787672281265259, 0.078522451221942902, 1.3125356435775757, 1.433103084564209, -1.9836363792419434, -0.3737240731716156, 0.19555822014808655, -1.74800705909729, -1.9402933120727539, 0.93478459119796753, 0.099854826927185059, -1.5782655477523804, 0.49761602282524109, -0.62974756956100464, -0.41569051146507263, -0.42207372188568115, 0.70547598600387573, 1.3736544847488403, 1.5571508407592773, -0.99725419282913208, -0.23906008899211884, -0.36345097422599792, 2.3862810134887695, 0.042325381189584732, -0.073700666427612305, -1.5328642129898071, -0.03355100005865097, 0.35321539640426636, -0.35593971610069275, -0.25414350628852844, -0.18830688297748566, 0.15775585174560547, 0.43120673298835754, -0.82960093021392822, -0.85689985752105713, 1.0049728155136108, -0.34024611115455627, 0.79504883289337158, 1.2372825145721436, 1.162883996963501, -1.1707721948623657, -0.41625696420669556, 1.0093528032302856, 0.45253357291221619, -0.30373823642730713, 0.93918067216873169, -0.64961844682693481, 0.23456892371177673, 0.9455907940864563, 1.1759308576583862, -1.5830729007720947, 1.0866302251815796, 0.11477256566286087, -0.40357369184494019, -0.095392033457756042, -1.8558779954910278, 0.23305189609527588, 1.6554986238479614, -0.61087054014205933, 0.29058989882469177, -0.16244527697563171, -1.324849009513855, -0.11177200824022293, -0.52689874172210693, 1.3843791484832764, 0.64740562438964844, 0.5137525200843811, -0.36853113770484924, 0.74618983268737793, -0.3011048436164856, 0.2559950053691864, 0.60468876361846924, -0.28794148564338684, 0.13644605875015259, 1.2396858930587769, 0.19988758862018585, -0.19503267109394073, 0.48652976751327515, -0.11745498329401016, 0.16931526362895966, -0.71746194362640381, 0.97801870107650757, -0.062125552445650101, -0.74834239482879639, -0.51062500476837158, 2.0724236965179443, 0.11586049199104309, 1.2028076648712158, -1.1015095710754395, -0.093896955251693726, 0.82737243175506592, -1.8264014720916748, -0.94099670648574829, 0.035650040954351425, -0.65407288074493408, 0.74770665168762207, 0.076086938381195068, 0.18372732400894165, 1.256206750869751, 1.8595973253250122, 0.094824567437171936, 0.32407298684120178, -0.058314457535743713, 0.94429665803909302, 0.36971989274024963, -0.86400198936462402, 0.70556849241256714, 2.472299337387085, 0.46219247579574585, -1.0862337350845337, 0.81178557872772217, -0.55744123458862305, 0.075217634439468384, 0.033826198428869247, -0.45834094285964966, 0.62926983833312988, -0.46062198281288147, -0.10820760577917099, 0.50946801900863647, -0.63552182912826538, -1.7246474027633667, 0.00087072688620537519, -0.83781588077545166, 1.3269495964050293, -0.25934165716171265, 0.44140946865081787, 0.55909347534179688, 0.7714918851852417, -0.81785815954208374, 0.058344777673482895, -0.2297116219997406, -0.22024708986282349, -0.89523077011108398, 0.82092952728271484, 1.1898078918457031, -1.3428918123245239, -1.7650024890899658, -0.039147749543190002, -0.84136956930160522, 0.59405291080474854, 0.25689205527305603, 0.13921868801116943, -0.67609190940856934, 1.215945839881897, -0.52554893493652344, 0.80741077661514282, -0.85249704122543335, 0.42764896154403687, -0.039469469338655472, 1.0715917348861694, -1.3507975339889526, 0.95978069305419922, 1.6693378686904907, 0.56405806541442871, -0.75676649808883667, 1.6846526861190796, 0.35733947157859802, 0.43524661660194397, 1.8655059337615967, -1.432064414024353, 0.90811049938201904, 2.0287415981292725, -0.36462387442588806]",http://mp.weixin.qq.com/s?__biz=MjM5MjAyOTEzMg==&mid=203054857&idx=1&sn=9eeba3d5d89d3cae5494465ff50871b8&scene=19#wechat_redirect
3,                        不止蓝山能滑雪！多伦多周边最有名的滑雪场推荐                     ,山和滑雪场,['mountain'],"[-0.47779712080955505, 0.72929650545120239, -0.61093980073928833, -1.6369384527206421, 0.1147831529378891, -0.52892184257507324, 1.3324981927871704, 1.6719979047775269, -1.2401626110076904, 0.5835760235786438, 0.53446418046951294, 0.56363129615783691, 1.0334795713424683, 0.23997291922569275, -2.1686079502105713, 0.23278914391994476, -0.58010852336883545, 0.16736164689064026, -0.37239605188369751, -0.55834436416625977, 0.46144381165504456, 0.64880704879760742, 0.19276177883148193, 0.73386919498443604, 1.4898536205291748, 0.22936552762985229, -0.20717833936214447, -0.21338050067424774, 0.60019433498382568, -1.9035940170288086, -0.50086140632629395, 0.89126843214035034, 0.54742801189422607, 0.10955802351236343, 0.4343419075012207, 0.20610898733139038, -0.48518544435501099, 0.53577375411987305, 0.7046128511428833, 2.6478056907653809, 0.45603886246681213, -1.9998465776443481, 1.158719539642334, -0.91990429162979126, 0.032825615257024765, -0.94594895839691162, -0.15233561396598816, 0.59705305099487305, -0.55162417888641357, -0.68346554040908813, -0.12057963758707047, 0.34081688523292542, 0.021692352369427681, 1.4248886108398438, 1.4288375377655029, 0.066434025764465332, -0.45522189140319824, -1.2178453207015991, -0.97699344158172607, 0.45618006587028503, -0.62635070085525513, -0.46168383955955505, 0.60056465864181519, -2.1848618984222412, 0.40792945027351379, -1.3159396648406982, 0.019011154770851135, 0.0033242912031710148, -0.29696851968765259, 0.19578967988491058, 0.021024793386459351, 0.45747050642967224, 0.52857023477554321, 0.47981750965118408, 0.55091148614883423, 1.749353289604187, 1.178033709526062, -0.18493857979774475, 1.4150454998016357, -0.36388963460922241, -0.73277223110198975, 0.48060429096221924, 0.43194517493247986, -0.23965318500995636, -0.196628138422966, -0.10132943838834763, -0.12326645851135254, -1.6829153299331665, 2.0349080562591553, -0.27659168839454651, -1.2001031637191772, 0.47261247038841248, 0.045019194483757019, 0.30080887675285339, 1.3328292369842529, -0.66644257307052612, -0.40959259867668152, 0.12542633712291718, -0.54434311389923096, -0.38500332832336426, -0.24125255644321442, 0.86452209949493408, -0.42431223392486572, 0.34992006421089172, 0.80074572563171387, -0.91189146041870117, -0.2858637273311615, -0.33057665824890137, -0.34587442874908447, -1.285042405128479, -1.2541136741638184, 0.16439609229564667, -0.95895856618881226, -1.1963794231414795, -0.26791593432426453, 0.10371266305446625, -0.052772857248783112, 0.022096054628491402, 0.080986805260181427, 0.66494929790496826, 0.92995458841323853, 0.49814876914024353, 0.73565959930419922, 1.1729049682617188, 0.23942089080810547, -0.79562550783157349, 0.31427726149559021, 1.1645140647888184, -1.0291550159454346, -0.33734148740768433, -0.16447573900222778, -0.26225069165229797, 0.25151658058166504, 0.38423582911491394, -0.73422515392303467, 1.4638239145278931, -0.34360414743423462, 0.69817376136779785, -1.168714165687561, -2.0313119888305664, 1.16261887550354, -1.3391151428222656, 1.4699678421020508, 0.95669621229171753, -0.2454734742641449, -1.2198667526245117, -1.1860024929046631, 0.5093916654586792, 0.41480809450149536, 0.15496315062046051, -0.56717270612716675, -0.84866267442703247, 3.021977424621582, -1.2132472991943359, 1.4104548692703247, 0.06260284036397934, -1.4675333499908447, -0.10963847488164902, 1.037677526473999, 0.92219364643096924, 0.97362077236175537, 0.15730521082878113, 0.35189810395240784, 0.33573687076568604, 1.5762293338775635, -1.4197268486022949, -1.3635351657867432, -0.50686293840408325, 0.51480734348297119, -1.3657041788101196, -0.51505583524703979, -0.74347800016403198, -1.6462811231613159, -0.97830009460449219, 1.1160306930541992, 0.32991763949394226, 0.61110615730285645, -1.300560474395752, 0.67165809869766235, -1.2989329099655151, 0.70670455694198608, -0.68954598903656006, -0.12567098438739777, 0.56625229120254517, 0.15832191705703735, 1.8551450967788696, 0.43728941679000854, 0.33028236031532288, 1.2186676263809204, -0.22789248824119568, -2.5875198841094971, -0.33477017283439636, 0.46275553107261658, 1.1770255565643311, 1.8034762144088745, 0.94660067558288574, -0.64417171478271484, 0.85613161325454712, 0.44938409328460693, -1.0429340600967407]",http://mp.weixin.qq.com/s?__biz=MjM5MjAyOTEzMg==&mid=201528268&idx=2&sn=806c12a5ad6fc8b9e43f7bc217363c4a&scene=19#wechat_redirect
4,                        致新生 | 多大之大 大于取舍                     ,新生,['newborn'],"[-0.098244056105613708, 0.12815611064434052, 0.06096828356385231, -0.088768020272254944, 0.28726872801780701, 0.1108507439494133, 0.10717318207025528, 0.29125133156776428, -0.35374289751052856, 0.082751631736755371, 0.084878198802471161, -0.1982286125421524, -0.14847807586193085, -0.0077377697452902794, -0.061433229595422745, -0.15064381062984467, 0.069640398025512695, 0.08246535062789917, -0.030966715887188911, -0.083596721291542053, -0.14897210896015167, -0.12105481326580048, 0.18012577295303345, 0.03573979064822197, 0.38527697324752808, 0.22219796478748322, -0.027873165905475616, 0.18474374711513519, -0.19807626307010651, -0.20122306048870087, -0.22305883467197418, 0.49519005417823792, -0.0010877880267798901, -0.23816446959972382, -0.015269789844751358, 0.1438099592924118, -0.12830440700054169, 0.34128719568252563, 0.1395266056060791, -0.33481895923614502, -0.41370770335197449, -0.096522390842437744, -0.019361207261681557, 0.20403653383255005, -0.22150216996669769, -0.068356350064277649, -0.10962186753749847, 0.11238153278827667, -0.0064329737797379494, -0.19871695339679718, -0.025204336270689964, 0.16084817051887512, 0.088204823434352875, -0.1292831152677536, 0.12293046712875366, 0.24852192401885986, 0.028453363105654716, -0.019214823842048645, -0.025020809844136238, 0.35995298624038696, 0.04239688441157341, 0.0049479957669973373, -0.18887406587600708, -0.27827230095863342, 0.20085376501083374, -0.018402334302663803, -0.052270594984292984, -0.35204756259918213, 0.028679037466645241, 0.41949841380119324, 0.039247564971446991, -0.080150321125984192, 0.14567883312702179, -0.050976227968931198, -0.036407198756933212, 0.22592444717884064, -0.36332687735557556, -0.13698133826255798, 0.012089388445019722, 0.030254051089286804, 0.0071210176683962345, 0.098046354949474335, 0.084382317960262299, -0.20739257335662842, 0.0087042180821299553, -0.071661792695522308, -0.13081303238868713, -0.092877566814422607, 0.3650195300579071, -0.14729571342468262, -0.12643811106681824, 0.13322307169437408, -0.1879822164773941, 0.25845202803611755, 0.062885880470275879, 0.095929227769374847, 0.068539194762706757, 0.17339472472667694, 0.34128603339195251, -0.15934336185455322, -0.41641327738761902, 0.064326368272304535, 0.089222371578216553, 0.33174693584442139, -0.006815735250711441, -0.0019866782240569592, 0.12314002960920334, 0.12200601398944855, -0.12577112019062042, -0.28214713931083679, -0.31253790855407715, 0.17351652681827545, -0.014527072198688984, 0.21530874073505402, -0.091796047985553741, -0.16834515333175659, -0.053660232573747635, 0.27691259980201721, 0.24776895344257355, -0.14663180708885193, -0.20438146591186523, -0.061818405985832214, 0.062962815165519714, 0.0038977558724582195, -0.019104817882180214, -0.033577781170606613, -0.13826704025268555, -0.051352743059396744, 0.31075337529182434, 0.0086792055517435074, 0.12068942189216614, 0.090090997517108917, -0.012886352837085724, 0.22616343200206757, 0.095766365528106689, -0.014901679009199142, -0.1798727810382843, -0.06270165741443634, 0.0056629711762070656, -0.18719430267810822, -0.024420585483312607, 0.00514263566583395, 0.0055052218958735466, 0.066449306905269623, 0.0089222276583313942, -0.24418510496616364, 0.23155131936073303, 0.66022813320159912, 0.04874984547495842, -0.06559368222951889, -0.057595405727624893, -0.080590404570102692, -0.13566496968269348, 0.12107309699058533, -0.31971478462219238, 0.18191465735435486, -0.0080566713586449623, -0.26440331339836121, 0.075033910572528839, 0.056186944246292114, -0.050147991627454758, -0.014767336659133434, -0.29067373275756836, -0.070225872099399567, 0.20727835595607758, -0.077605076134204865, 0.012164113111793995, -0.27150309085845947, -0.063252590596675873, 0.061194684356451035, 0.23718784749507904, 0.078970842063426971, 0.23558740317821503, 0.22553116083145142, -0.061436619609594345, -0.34068211913108826, 0.19566933810710907, -0.1646074503660202, -0.066889062523841858, -0.14533945918083191, 0.20657525956630707, -0.086367040872573853, -0.13045123219490051, 0.079890415072441101, 0.083893068134784698, 0.14727357029914856, -0.040089864283800125, -0.38791123032569885, 0.077428780496120453, 0.1061541736125946, 0.10608789324760437, -0.07936985045671463, 0.06423090398311615, -0.27233168482780457, 0.075376525521278381, 0.29168534278869629, -0.095987677574157715, -0.072167843580245972, 0.087753891944885254, -0.10737421363592148]",http://mp.weixin.qq.com/s?__biz=MjM5MjAyOTEzMg==&mid=2650157296&idx=1&sn=80d5d3842a8a8f2887401af01e7697af&scene=19#wechat_redirect
5,                        【UTevents】人生苦短 不努力怎知多有趣                     ,                       活动,['activity'],"[1.8848451375961304, 0.0010735900141298771, 0.41332289576530457, -0.34551799297332764, -0.53499263525009155, 1.0622906684875488, -0.56139934062957764, 0.9312511682510376, -0.18110713362693787, -1.3119601011276245, -1.5431883335113525, -1.153328537940979, -0.11244382709264755, -1.6575745344161987, 0.60391628742218018, 0.39219307899475098, 0.93241167068481445, 0.65623766183853149, 0.14945088326931, -1.5567957162857056, 0.37146919965744019, -0.62384963035583496, -0.12052559107542038, 0.42319196462631226, 0.40294733643531799, 0.50778669118881226, -0.34069588780403137, -1.1297909021377563, -0.15519498288631439, 0.86451512575149536, -0.42634770274162292, 0.66605222225189209, -1.2828587293624878, -1.1786534786224365, 0.51773202419281006, 0.51027429103851318, 0.70583021640777588, 1.8783674240112305, 0.99662703275680542, 1.6287703514099121, 0.44031676650047302, 0.48606768250465393, 0.6060519814491272, -0.0055254492908716202, -0.74383783340454102, -0.29441165924072266, 0.30726978182792664, 1.0416224002838135, -0.36880046129226685, -0.444731205701828, 0.97273033857345581, 0.83881574869155884, 0.21593368053436279, -0.37190467119216919, -0.65574806928634644, 0.041747000068426132, 1.1061896085739136, 1.4311168193817139, -1.6105998754501343, 1.1362771987915039, -0.82593607902526855, -0.43329259753227234, -0.38645046949386597, 0.72307193279266357, -0.85869848728179932, -1.2619719505310059, 0.14023403823375702, -0.044220108538866043, 0.65378791093826294, -0.29707738757133484, -1.1510049104690552, 0.54202187061309814, 1.2743399143218994, 1.3541957139968872, 1.5184189081192017, 0.91032522916793823, -0.26343452930450439, -1.3396836519241333, -0.2123149037361145, 0.63176572322845459, -0.27177795767784119, -0.56542891263961792, -0.9667205810546875, -0.61125302314758301, 1.8817899227142334, 1.7243000268936157, -0.59787631034851074, 0.27587252855300903, -0.069531641900539398, -0.04752010852098465, -0.40687397122383118, 0.19847480952739716, -1.6369202136993408, 1.000816822052002, 0.42792987823486328, 0.11564780026674271, 0.044713664799928665, 0.28592926263809204, 0.41288617253303528, 1.1422550678253174, 0.12831340730190277, -0.8448413610458374, 0.74806952476501465, 1.1868783235549927, -0.41014558076858521, -1.0811032056808472, 1.0425113439559937, -0.46666750311851501, -1.0305827856063843, 0.2547391951084137, 0.07364586740732193, 0.45979633927345276, 0.099391117691993713, 1.7982115745544434, -0.18178822100162506, 0.16672171652317047, -0.5852697491645813, 0.39506596326828003, 1.4005501270294189, -0.77531856298446655, 0.1744171530008316, -0.54626905918121338, -0.039543673396110535, 0.2334170937538147, -0.16728197038173676, -0.77673304080963135, -0.54272878170013428, -1.5272061824798584, 1.2799509763717651, 0.43773967027664185, 0.66309982538223267, -0.30358493328094482, 0.041099768131971359, -0.19240769743919373, 0.10670947283506393, 0.041365642100572586, 0.69679749011993408, 0.38188406825065613, 0.76725399494171143, 1.1970205307006836, 0.31533530354499817, 1.3874213695526123, -0.61398023366928101, 0.80788969993591309, 0.70157241821289062, 0.28404125571250916, 0.18499851226806641, 1.316922664642334, -0.038027815520763397, 1.1212345361709595, -1.4706336259841919, 0.41131776571273804, 1.2684252262115479, -0.051846753805875778, -0.010250551626086235, -0.19706673920154572, 0.75223761796951294, 0.66376477479934692, -0.89762061834335327, -0.41552442312240601, -0.51873683929443359, -1.2852429151535034, 0.94078272581100464, 2.0315313339233398, -0.38792511820793152, 0.21479254961013794, 0.45262524485588074, -0.99936032295227051, 0.23111714422702789, -0.41872206330299377, 0.57364261150360107, -0.72759723663330078, 0.97079306840896606, -1.1850745677947998, -0.36897957324981689, -1.1212196350097656, 0.029840510338544846, 0.84776943922042847, 0.30903255939483643, -0.10290515422821045, 0.75746667385101318, -0.0040474105626344681, -0.67150372266769409, -1.0800507068634033, -1.2936170101165771, -0.3619379997253418, 1.6793012619018555, 0.55611497163772583, 0.31562697887420654, 1.7438966035842896, 0.47217941284179688, -0.56412124633789062, 0.62679564952850342, -0.26719209551811218, 0.96727156639099121, 0.52410578727722168, 0.59397506713867188, -1.5398331880569458, 1.1296160221099854, -0.69384926557540894]",http://mp.weixin.qq.com/s?__biz=MjM5MjAyOTEzMg==&mid=400529671&idx=1&sn=f3018d7d35b21e8abb26fef11d4876d7&scene=19#wechat_redirect
6,                        强AI机器人 建立乌托邦的奴隶？                     ,                        机器人,['robot'],"[-0.17777040600776672, 0.17102387547492981, -0.36512103676795959, 0.65443629026412964, -0.08910929411649704, 0.34046775102615356, -0.25008431077003479, -0.79492712020874023, -0.38191938400268555, -0.043295636773109436, -0.86900657415390015, 0.12614528834819794, -0.80707687139511108, 0.10518570989370346, -0.253286212682724, 0.32189008593559265, -0.18245983123779297, -0.74782389402389526, -0.88987761735916138, 0.99971234798431396, 0.62401723861694336, -0.22628030180931091, 0.17555975914001465, -0.11820929497480392, 0.82532382011413574, 0.010092000477015972, 0.58944427967071533, 0.91210615634918213, 0.19140508770942688, -0.24224972724914551, 0.017260473221540451, 0.6825752854347229, 0.39642751216888428, -0.59749585390090942, -0.29332280158996582, -0.93336623907089233, 1.1973450183868408, -0.34344011545181274, 0.11328023672103882, -1.0893809795379639, -0.85422241687774658, -0.46568650007247925, -0.904987633228302, -0.28959009051322937, -0.067559540271759033, -0.31111243367195129, 1.0481319427490234, 0.50860393047332764, 0.29188075661659241, 0.52210235595703125, -0.18264515697956085, -0.59686166048049927, -0.23921436071395874, -1.2322559356689453, -0.93713676929473877, -0.036957025527954102, 0.1099511906504631, -0.96850740909576416, -0.16255824267864227, 0.59562253952026367, -0.42148557305335999, -0.72688060998916626, 0.033642176538705826, -0.02799554169178009, -0.21990470588207245, -0.088239125907421112, 1.1664794683456421, -0.35138529539108276, 0.21293626725673676, 0.013650706969201565, 0.21637322008609772, -0.086477138102054596, -0.22895556688308716, 0.77594232559204102, -0.015039650723338127, 0.13638654351234436, 0.43638569116592407, -0.40922918915748596, 0.6368403434753418, 0.14264374971389771, -0.96489793062210083, 0.97329443693161011, -0.92969655990600586, -0.87167137861251831, -0.21747222542762756, -1.4780728816986084, 0.34405496716499329, -0.22814130783081055, 0.36649918556213379, -0.0099482331424951553, 0.23927523195743561, -0.42994141578674316, -0.46236693859100342, 0.068938180804252625, 0.23678265511989594, 0.30087128281593323, -0.27882102131843567, 0.61442810297012329, 0.04652448371052742, -0.065228968858718872, -0.064422905445098877, 0.68488329648971558, -0.36112639307975769, -0.70548588037490845, 0.59076660871505737, -0.56448638439178467, -0.11971793323755264, 1.0756326913833618, -1.3217618465423584, 0.35685595870018005, -0.60546773672103882, 0.40583133697509766, -0.42182913422584534, 0.58251029253005981, -0.27575910091400146, 0.28123506903648376, -0.11669763922691345, 0.19716116786003113, 0.11981470137834549, -0.34291574358940125, -0.34788396954536438, 0.47557654976844788, -0.49421817064285278, 0.25873833894729614, 0.075872063636779785, -0.28148999810218811, 0.68357032537460327, 0.12261299788951874, 0.88080036640167236, 0.59365397691726685, -0.48545899987220764, 0.58661991357803345, -0.62285530567169189, 0.45647948980331421, -0.56371986865997314, -0.5672832727432251, -0.91886287927627563, 0.21489799022674561, 0.30709627270698547, -0.16778592765331268, 0.080686531960964203, -0.15258000791072845, -0.16438369452953339, 0.20493070781230927, -0.69992852210998535, 0.055875722318887711, -0.093890167772769928, 0.93035763502120972, -0.32005202770233154, -0.29160761833190918, 0.33611953258514404, 0.45553392171859741, 0.26665928959846497, -0.46653550863265991, -0.69344121217727661, 1.3810975551605225, 0.057703778147697449, 0.027939647436141968, 0.05215410515666008, 0.5834077000617981, -0.045012779533863068, -0.022538825869560242, -1.1022524833679199, 0.3944251537322998, 0.37039881944656372, 0.22780360281467438, -0.54166889190673828, -0.62417024374008179, 0.17754991352558136, 0.075386017560958862, -0.38963931798934937, -0.66199880838394165, -0.060602787882089615, 0.25939455628395081, -0.20431557297706604, 0.5264967679977417, 0.81630754470825195, -0.3082309365272522, -0.12958237528800964, 0.020118815824389458, 0.02056470513343811, 0.59171777963638306, -0.79970556497573853, -0.21439658105373383, -0.31322008371353149, 0.60892492532730103, -0.25776839256286621, -0.34055677056312561, -0.30369564890861511, 0.27832421660423279, 0.79568558931350708, -1.0036954879760742, -0.16590724885463715, 0.066383495926856995, -0.16588099300861359, 0.22375059127807617, 1.0135506391525269, 0.6618383526802063, 0.094779841601848602, -0.65098863840103149]",http://mp.weixin.qq.com/s?__biz=MjM5MjAyOTEzMg==&mid=2650157190&idx=1&sn=72de3beec32193613d2ed832a29144d1&scene=19#wechat_redirect
